loan_id,origination_month,original_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,loan_term_months
LN002397,2023-08,339593,4.629,780+,80-90,30-40,MO,Purchase,Primary,Condo,ServicerA,360
LN002398,2022-01,93860,5.045,740-779,80-90,>50,CA,Refinance_NoCashout,Primary,Single_Family,ServicerA,180
LN002399,2022-02,231276,5.052,700-739,80-90,30-40,FL,Refinance_NoCashout,Second_Home,Condo,ServicerA,360
LN002400,2022-05,209135,4.414,780+,80-90,20-30,CT,Purchase,Primary,Single_Family,ServicerC,180
LN002401,2023-11,566789,5.284,740-779,>95,30-40,CO,Purchase,Primary,Single_Family,ServicerD,360
LN002402,2022-11,177861,4.749,700-739,>95,20-30,OK,Purchase,Investment,Multi_Family,ServicerB,360
LN002403,2022-09,271407,5.451,660-699,<60,20-30,MD,Refinance_NoCashout,Primary,Townhouse,ServicerA,240
LN002404,2023-08,123151,5.477,740-779,70-80,30-40,FL,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN002405,2023-06,139404,6.128,620-659,70-80,30-40,AZ,Purchase,Investment,Townhouse,ServicerD,180
LN002406,2023-11,256097,5.391,660-699,<60,30-40,NY,Refinance_Cashout,Primary,Multi_Family,ServicerA,180
LN002407,2023-01,88651,5.542,620-659,80-90,30-40,PA,Refinance_NoCashout,Primary,Condo,ServicerD,180
LN002408,2023-10,213687,6.082,700-739,80-90,20-30,MA,Refinance_Cashout,Primary,Multi_Family,ServicerC,360
LN002409,2022-09,218217,5.126,700-739,70-80,40-50,AZ,Purchase,Investment,Townhouse,ServicerE,360
LN002410,2022-07,165799,5.069,740-779,80-90,30-40,KY,Purchase,Primary,Single_Family,ServicerC,180
LN002411,2022-09,300316,5.975,660-699,80-90,20-30,SC,Purchase,Primary,Condo,ServicerB,360
LN002412,2022-03,176583,5.578,620-659,70-80,<20,CT,Purchase,Primary,Single_Family,ServicerC,360
LN002413,2023-02,333287,5.109,740-779,70-80,20-30,UT,Refinance_Cashout,Primary,Single_Family,ServicerA,360
LN002414,2023-07,323075,6.044,620-659,80-90,>50,LA,Purchase,Investment,Single_Family,ServicerB,360
LN002415,2022-08,84265,5.031,740-779,60-70,40-50,OK,Purchase,Investment,Single_Family,ServicerA,360
LN002416,2023-09,215987,6.145,620-659,80-90,20-30,IL,Purchase,Primary,Single_Family,ServicerB,180
LN002417,2023-06,574206,5.787,660-699,80-90,30-40,UT,Purchase,Primary,Single_Family,ServicerB,360
LN002418,2022-04,199096,4.782,740-779,>95,40-50,MO,Purchase,Primary,Single_Family,ServicerA,360
LN002419,2023-10,264091,5.625,700-739,90-95,30-40,NY,Purchase,Investment,Multi_Family,ServicerA,240
LN002420,2022-05,249015,6.307,<620,90-95,30-40,IL,Purchase,Investment,Condo,ServicerE,240
LN002421,2022-06,225421,5.556,660-699,<60,<20,IL,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN002422,2023-08,156752,4.437,740-779,70-80,20-30,GA,Purchase,Second_Home,Single_Family,ServicerB,180
LN002423,2023-03,296261,5.714,660-699,80-90,<20,OH,Refinance_Cashout,Primary,Single_Family,ServicerD,360
LN002424,2023-05,206474,5.796,660-699,70-80,20-30,GA,Purchase,Primary,Single_Family,ServicerE,240
LN002425,2023-07,199498,5.871,620-659,90-95,20-30,IN,Refinance_NoCashout,Investment,Condo,ServicerD,240
LN002426,2022-04,196954,6.091,620-659,80-90,>50,MA,Refinance_Cashout,Primary,Townhouse,ServicerB,360
LN002427,2023-01,209658,5.484,700-739,60-70,<20,WI,Refinance_NoCashout,Second_Home,Single_Family,ServicerD,360
LN002428,2023-10,357487,5.506,660-699,70-80,30-40,AL,Refinance_Cashout,Second_Home,Single_Family,ServicerA,360
LN002429,2023-09,140692,5.066,780+,>95,20-30,MD,Purchase,Primary,Single_Family,ServicerB,240
LN002430,2022-11,112150,6.554,<620,70-80,40-50,IN,Purchase,Investment,Single_Family,ServicerC,360
LN002431,2023-08,165367,4.615,780+,80-90,30-40,MD,Refinance_Cashout,Primary,Single_Family,ServicerC,360
LN002432,2023-03,186996,4.955,740-779,70-80,30-40,MO,Refinance_NoCashout,Primary,Single_Family,ServicerE,360
LN002433,2023-05,228777,6.489,<620,70-80,20-30,MD,Refinance_Cashout,Second_Home,Multi_Family,ServicerD,360
LN002434,2022-07,404648,5.255,740-779,90-95,30-40,CO,Purchase,Investment,Single_Family,ServicerC,360
LN002435,2022-12,188425,5.069,740-779,80-90,20-30,NJ,Purchase,Primary,Single_Family,ServicerC,360
LN002436,2023-04,214457,5.736,700-739,>95,30-40,KY,Refinance_NoCashout,Primary,Single_Family,ServicerC,360
LN002437,2023-12,201623,4.755,740-779,80-90,30-40,NJ,Purchase,Investment,Single_Family,ServicerB,180
LN002438,2022-12,108366,4.781,740-779,>95,<20,MI,Refinance_Cashout,Primary,Single_Family,ServicerB,180
LN002439,2023-03,163054,4.774,740-779,70-80,40-50,CO,Purchase,Primary,Single_Family,ServicerD,360
LN002440,2022-04,359479,6.099,660-699,90-95,20-30,KY,Refinance_NoCashout,Primary,Single_Family,ServicerB,180
LN002441,2023-06,167933,5.92,620-659,<60,<20,NY,Refinance_NoCashout,Investment,Single_Family,ServicerD,360
LN002442,2023-03,119704,5.912,660-699,80-90,20-30,TX,Purchase,Investment,Single_Family,ServicerE,360
LN002443,2023-12,245961,6.754,<620,70-80,20-30,LA,Purchase,Investment,Single_Family,ServicerE,360
LN002444,2023-11,157156,5.853,660-699,<60,30-40,LA,Purchase,Investment,Multi_Family,ServicerC,180
LN002445,2023-07,238066,6.106,620-659,>95,30-40,AL,Refinance_NoCashout,Primary,Townhouse,ServicerA,360
LN002446,2022-03,800000,6.861,<620,>95,40-50,MA,Refinance_NoCashout,Primary,Townhouse,ServicerA,360
LN002447,2023-10,250380,5.867,660-699,90-95,30-40,OR,Purchase,Primary,Townhouse,ServicerA,360
LN002448,2022-11,137644,5.085,700-739,90-95,<20,PA,Purchase,Primary,Townhouse,ServicerB,180
LN002449,2022-06,231475,6.075,<620,80-90,>50,MD,Purchase,Primary,Condo,ServicerD,360
LN002450,2023-02,338915,5.319,700-739,70-80,20-30,TN,Refinance_NoCashout,Primary,Townhouse,ServicerA,360
LN002451,2022-08,147360,5.399,740-779,>95,>50,OK,Refinance_NoCashout,Primary,Single_Family,ServicerD,360
LN002452,2023-11,76984,5.354,660-699,80-90,<20,CA,Purchase,Primary,Multi_Family,ServicerA,360
LN002453,2023-02,183270,5.663,700-739,80-90,>50,MI,Purchase,Primary,Multi_Family,ServicerE,180
LN002454,2023-04,752012,4.78,740-779,90-95,20-30,MD,Refinance_NoCashout,Primary,Single_Family,ServicerB,180
LN002455,2023-01,304357,4.611,740-779,>95,20-30,PA,Refinance_NoCashout,Primary,Multi_Family,ServicerD,180
LN002456,2023-04,95218,5.035,700-739,60-70,30-40,MA,Refinance_Cashout,Primary,Single_Family,ServicerA,360
LN002457,2022-05,215843,4.982,740-779,80-90,30-40,NY,Refinance_Cashout,Primary,Townhouse,ServicerA,240
LN002458,2022-03,260405,5.088,700-739,80-90,>50,MO,Refinance_Cashout,Primary,Single_Family,ServicerE,180
LN002459,2023-04,253463,6.241,620-659,70-80,30-40,TN,Refinance_Cashout,Second_Home,Single_Family,ServicerC,360
LN002460,2023-05,302912,5.741,660-699,60-70,30-40,MD,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN002461,2022-11,235559,5.125,740-779,70-80,20-30,MO,Purchase,Primary,Single_Family,ServicerD,360
LN002462,2022-05,392023,6.124,620-659,80-90,40-50,OK,Purchase,Investment,Single_Family,ServicerB,240
LN002463,2022-07,207448,4.948,700-739,60-70,30-40,FL,Refinance_NoCashout,Second_Home,Condo,ServicerE,360
LN002464,2022-06,190769,5.513,660-699,>95,30-40,IN,Purchase,Second_Home,Condo,ServicerE,360
LN002465,2022-11,74968,5.599,700-739,<60,30-40,TN,Purchase,Investment,Single_Family,ServicerA,360
LN002466,2022-01,286150,6.213,620-659,>95,20-30,WI,Refinance_NoCashout,Primary,Townhouse,ServicerC,360
LN002467,2023-12,146480,5.369,740-779,70-80,20-30,LA,Purchase,Primary,Single_Family,ServicerD,180
LN002468,2023-01,373910,5.199,700-739,60-70,20-30,IN,Purchase,Primary,Condo,ServicerD,180
LN002469,2022-09,162516,5.889,660-699,70-80,20-30,TN,Refinance_NoCashout,Investment,Single_Family,ServicerB,360
LN002470,2023-06,132989,4.637,740-779,80-90,30-40,TX,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN002471,2022-01,101545,5.313,660-699,>95,30-40,MA,Purchase,Primary,Single_Family,ServicerC,360
LN002472,2022-07,240612,5.941,660-699,90-95,40-50,LA,Refinance_Cashout,Second_Home,Single_Family,ServicerD,360
LN002473,2022-07,367557,5.373,700-739,<60,20-30,UT,Refinance_NoCashout,Primary,Single_Family,ServicerB,240
LN002474,2023-10,272573,5.29,700-739,<60,40-50,NC,Refinance_NoCashout,Primary,Townhouse,ServicerB,360
LN002475,2022-07,525163,6.643,<620,<60,40-50,WI,Refinance_NoCashout,Primary,Single_Family,ServicerB,360
LN002476,2022-02,85043,5.694,660-699,80-90,>50,OH,Purchase,Second_Home,Single_Family,ServicerB,360
LN002477,2023-06,283119,4.703,780+,70-80,>50,MA,Refinance_Cashout,Primary,Single_Family,ServicerA,360
LN002478,2023-09,206542,4.101,780+,90-95,30-40,PA,Purchase,Primary,Condo,ServicerA,240
LN002479,2023-08,163027,6.356,<620,60-70,30-40,OH,Purchase,Primary,Multi_Family,ServicerA,240
LN002480,2023-04,209658,5.886,660-699,90-95,30-40,OH,Refinance_NoCashout,Primary,Single_Family,ServicerC,360
LN002481,2022-10,162728,5.973,620-659,90-95,30-40,AL,Refinance_NoCashout,Primary,Single_Family,ServicerC,360
LN002482,2023-06,212539,4.488,740-779,80-90,20-30,CT,Refinance_Cashout,Primary,Single_Family,ServicerA,360
LN002483,2022-04,404942,5.184,660-699,70-80,<20,IN,Refinance_NoCashout,Primary,Townhouse,ServicerB,360
LN002484,2022-08,341814,4.855,740-779,70-80,>50,PA,Refinance_Cashout,Second_Home,Single_Family,ServicerC,180
LN002485,2023-04,256450,4.767,740-779,60-70,20-30,CO,Refinance_Cashout,Primary,Townhouse,ServicerD,360
LN002486,2022-04,143718,5.874,660-699,70-80,40-50,MO,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN002487,2022-05,95383,6.263,620-659,>95,20-30,UT,Purchase,Primary,Multi_Family,ServicerB,240
LN002488,2023-06,131914,5.362,660-699,80-90,20-30,WA,Refinance_NoCashout,Primary,Condo,ServicerB,360
LN002489,2022-12,422865,5.721,660-699,80-90,20-30,SC,Purchase,Primary,Townhouse,ServicerA,240
LN002490,2022-12,223527,6.409,<620,>95,30-40,AL,Refinance_Cashout,Primary,Single_Family,ServicerD,360
LN002491,2023-12,83264,5.229,700-739,90-95,<20,UT,Refinance_NoCashout,Second_Home,Multi_Family,ServicerB,360
LN002492,2023-06,128093,4.854,740-779,60-70,40-50,VA,Refinance_Cashout,Primary,Single_Family,ServicerE,240
LN002493,2022-11,193762,4.581,780+,60-70,20-30,NJ,Refinance_NoCashout,Primary,Multi_Family,ServicerB,360
LN002494,2023-08,381395,6.517,<620,70-80,<20,GA,Purchase,Primary,Condo,ServicerE,360
LN002495,2023-06,188208,4.588,740-779,70-80,<20,NJ,Refinance_Cashout,Second_Home,Single_Family,ServicerC,180
LN002496,2023-07,165770,4.308,780+,70-80,20-30,PA,Purchase,Primary,Single_Family,ServicerC,360
LN002497,2023-06,125343,4.179,780+,90-95,30-40,WI,Refinance_NoCashout,Primary,Single_Family,ServicerB,360
LN002498,2023-01,225590,4.484,780+,70-80,30-40,LA,Purchase,Primary,Single_Family,ServicerA,180
LN002499,2022-02,94189,5.224,660-699,60-70,40-50,MD,Purchase,Primary,Townhouse,ServicerD,360
LN002500,2023-01,379647,5.391,660-699,70-80,30-40,MA,Refinance_Cashout,Primary,Single_Family,ServicerD,180
LN002501,2023-01,440292,5.181,740-779,>95,40-50,FL,Refinance_Cashout,Investment,Single_Family,ServicerD,240
LN002502,2023-05,145950,4.891,780+,80-90,40-50,NJ,Refinance_Cashout,Investment,Townhouse,ServicerB,360
LN002503,2023-09,178446,5.331,700-739,80-90,30-40,MD,Purchase,Second_Home,Townhouse,ServicerD,360
LN002504,2022-02,130204,5.035,780+,90-95,30-40,AZ,Refinance_Cashout,Primary,Single_Family,ServicerE,360
LN002505,2023-10,75766,5.185,700-739,>95,30-40,MN,Purchase,Investment,Single_Family,ServicerA,240
LN002506,2022-03,135431,5.246,700-739,80-90,20-30,MA,Refinance_Cashout,Investment,Single_Family,ServicerD,360
LN002507,2023-09,321238,5.799,660-699,<60,30-40,KY,Refinance_Cashout,Second_Home,Single_Family,ServicerA,360
LN002508,2022-10,139180,4.119,780+,80-90,30-40,GA,Refinance_NoCashout,Primary,Single_Family,ServicerD,240
LN002509,2022-11,167917,4.826,740-779,80-90,20-30,NC,Purchase,Investment,Condo,ServicerC,360
LN002510,2022-04,465348,4.817,700-739,<60,30-40,SC,Purchase,Primary,Condo,ServicerC,360
LN002511,2023-01,156252,4.592,740-779,90-95,>50,CT,Purchase,Primary,Single_Family,ServicerE,360
LN002512,2022-05,129569,5.173,660-699,60-70,<20,CO,Refinance_NoCashout,Investment,Townhouse,ServicerA,360
LN002513,2023-09,281687,5.121,740-779,80-90,40-50,MA,Refinance_Cashout,Investment,Condo,ServicerA,360
LN002514,2022-09,168191,4.298,740-779,90-95,30-40,MD,Refinance_NoCashout,Primary,Townhouse,ServicerC,360
LN002515,2022-05,156902,5.426,700-739,80-90,30-40,KY,Purchase,Primary,Condo,ServicerA,360
LN002516,2022-09,96303,4.826,740-779,70-80,20-30,NC,Purchase,Investment,Condo,ServicerA,240
LN002517,2023-03,202725,5.005,740-779,90-95,30-40,FL,Purchase,Primary,Single_Family,ServicerC,360
LN002518,2023-11,151483,5.571,700-739,>95,20-30,AZ,Refinance_Cashout,Second_Home,Townhouse,ServicerB,360
LN002519,2023-06,166762,5.973,660-699,60-70,20-30,UT,Refinance_NoCashout,Primary,Single_Family,ServicerA,360
LN002520,2022-08,257915,6.256,<620,70-80,20-30,IL,Refinance_Cashout,Primary,Townhouse,ServicerD,360
LN002521,2023-11,291469,6.383,620-659,<60,20-30,OK,Purchase,Investment,Single_Family,ServicerA,240
LN002522,2023-04,508030,5.055,740-779,70-80,30-40,OR,Refinance_NoCashout,Second_Home,Condo,ServicerC,360
LN002523,2023-05,137378,6.059,<620,<60,40-50,MO,Purchase,Primary,Townhouse,ServicerC,240
LN002524,2023-02,361816,5.638,700-739,60-70,30-40,IL,Refinance_Cashout,Primary,Multi_Family,ServicerE,360
LN002525,2023-10,88504,5.743,660-699,60-70,20-30,LA,Purchase,Primary,Townhouse,ServicerE,360
LN002526,2023-05,391980,5.817,660-699,90-95,>50,OH,Refinance_Cashout,Second_Home,Single_Family,ServicerE,360
LN002527,2022-11,224089,4.798,740-779,60-70,40-50,GA,Purchase,Investment,Single_Family,ServicerB,360
LN002528,2023-03,249836,4.778,780+,>95,>50,TN,Purchase,Primary,Condo,ServicerE,360
LN002529,2022-09,97120,6.674,<620,90-95,<20,LA,Refinance_NoCashout,Primary,Townhouse,ServicerC,360
LN002530,2022-04,189206,5.426,740-779,60-70,40-50,NY,Refinance_NoCashout,Primary,Single_Family,ServicerD,360
LN002531,2022-11,202503,4.804,780+,70-80,30-40,FL,Refinance_NoCashout,Primary,Multi_Family,ServicerD,180
LN002532,2022-08,218657,5.532,660-699,90-95,<20,IN,Purchase,Primary,Multi_Family,ServicerD,360
LN002533,2022-12,220859,4.793,780+,80-90,20-30,NY,Refinance_Cashout,Primary,Townhouse,ServicerD,180
LN002534,2022-08,160722,4.999,740-779,>95,<20,OR,Purchase,Primary,Condo,ServicerC,360
LN002535,2022-11,68908,5.724,660-699,70-80,30-40,UT,Refinance_Cashout,Primary,Townhouse,ServicerD,360
LN002536,2023-04,228581,5.463,700-739,90-95,<20,TX,Purchase,Primary,Townhouse,ServicerA,180
LN002537,2022-02,286371,4.758,740-779,90-95,30-40,LA,Purchase,Investment,Townhouse,ServicerE,180
LN002538,2023-05,125992,4.704,780+,90-95,30-40,WI,Refinance_Cashout,Primary,Single_Family,ServicerD,360
LN002539,2023-10,440309,5.429,660-699,70-80,20-30,SC,Purchase,Primary,Single_Family,ServicerC,360
LN002540,2023-05,142835,5.422,700-739,80-90,30-40,WA,Purchase,Primary,Single_Family,ServicerC,360
LN002541,2023-03,336113,4.813,700-739,70-80,20-30,CT,Purchase,Investment,Multi_Family,ServicerA,360
LN002542,2023-09,130382,5.095,740-779,70-80,<20,CA,Purchase,Primary,Condo,ServicerA,180
LN002543,2023-02,732024,6.632,<620,90-95,20-30,KY,Refinance_Cashout,Primary,Condo,ServicerB,360
LN002544,2022-04,71329,5.173,700-739,70-80,40-50,AL,Refinance_Cashout,Primary,Condo,ServicerC,180
LN002545,2022-01,401219,6.318,660-699,<60,20-30,WA,Purchase,Primary,Townhouse,ServicerB,360
LN002546,2023-08,342487,5.603,660-699,60-70,>50,WA,Purchase,Primary,Single_Family,ServicerC,180
LN002547,2023-11,144949,5.471,660-699,60-70,20-30,AL,Refinance_NoCashout,Primary,Condo,ServicerE,360
LN002548,2022-06,154316,4.699,740-779,80-90,20-30,CO,Refinance_Cashout,Primary,Single_Family,ServicerC,360
LN002549,2023-01,108267,4.855,740-779,70-80,20-30,WA,Refinance_NoCashout,Second_Home,Single_Family,ServicerB,360
LN002550,2022-08,145254,4.429,740-779,70-80,30-40,VA,Purchase,Primary,Multi_Family,ServicerA,360
LN002551,2023-04,82313,6.553,<620,90-95,40-50,UT,Purchase,Primary,Condo,ServicerA,360
LN002552,2022-04,185302,4.189,780+,90-95,30-40,NY,Purchase,Investment,Single_Family,ServicerA,240
LN002553,2022-04,137175,5.198,740-779,>95,20-30,CO,Purchase,Primary,Condo,ServicerE,180
LN002554,2022-09,124450,4.907,780+,70-80,30-40,CT,Purchase,Primary,Condo,ServicerA,360
LN002555,2023-05,238774,4.397,740-779,60-70,20-30,IN,Refinance_NoCashout,Primary,Condo,ServicerD,240
LN002556,2022-01,225913,4.696,780+,70-80,40-50,MA,Refinance_Cashout,Second_Home,Condo,ServicerC,360
LN002557,2023-09,240881,5.582,700-739,70-80,20-30,TX,Purchase,Primary,Single_Family,ServicerB,360
LN002558,2023-05,301495,4.17,740-779,>95,30-40,LA,Refinance_NoCashout,Primary,Single_Family,ServicerC,180
LN002559,2023-03,261480,5.658,660-699,60-70,20-30,VA,Refinance_NoCashout,Investment,Single_Family,ServicerA,360
LN002560,2023-11,158380,5.031,740-779,90-95,20-30,WA,Refinance_Cashout,Primary,Multi_Family,ServicerC,360
LN002561,2023-01,180802,5.912,660-699,70-80,20-30,MN,Refinance_Cashout,Primary,Condo,ServicerC,180
LN002562,2023-02,156607,4.398,740-779,80-90,20-30,WA,Refinance_NoCashout,Primary,Single_Family,ServicerD,360
LN002563,2023-11,350964,5.411,740-779,90-95,>50,GA,Refinance_Cashout,Second_Home,Single_Family,ServicerC,360
LN002564,2023-01,130990,4.94,700-739,60-70,30-40,UT,Purchase,Primary,Single_Family,ServicerA,360
LN002565,2023-05,131169,4.967,700-739,80-90,>50,MO,Purchase,Second_Home,Single_Family,ServicerD,180
LN002566,2023-02,197279,6.352,<620,90-95,30-40,CA,Purchase,Investment,Townhouse,ServicerB,360
LN002567,2022-09,305661,5.039,740-779,70-80,<20,OR,Refinance_NoCashout,Investment,Single_Family,ServicerD,360
LN002568,2022-01,101942,5.168,740-779,70-80,20-30,TN,Purchase,Primary,Condo,ServicerD,180
LN002569,2023-10,138161,5.971,<620,80-90,30-40,WI,Refinance_Cashout,Investment,Condo,ServicerB,360
LN002570,2022-09,68921,5.93,660-699,60-70,<20,OK,Purchase,Primary,Condo,ServicerC,360
LN002571,2022-04,268878,5.082,700-739,90-95,40-50,CO,Purchase,Primary,Townhouse,ServicerD,360
LN002572,2023-10,210737,5.487,660-699,80-90,30-40,SC,Purchase,Primary,Single_Family,ServicerA,240
LN002573,2023-09,161893,5.237,740-779,60-70,30-40,TN,Purchase,Primary,Single_Family,ServicerE,360
LN002574,2023-10,206648,6.956,<620,90-95,20-30,LA,Refinance_NoCashout,Primary,Multi_Family,ServicerE,360
LN002575,2023-04,331811,4.241,740-779,70-80,20-30,LA,Purchase,Second_Home,Single_Family,ServicerD,180
LN002576,2022-04,193990,6.836,<620,80-90,20-30,IL,Refinance_Cashout,Primary,Single_Family,ServicerB,240
LN002577,2023-10,268694,6.439,<620,70-80,<20,NY,Purchase,Primary,Condo,ServicerC,360
LN002578,2022-04,135915,4.542,780+,80-90,30-40,IL,Purchase,Primary,Condo,ServicerB,240
LN002579,2022-05,113705,4.297,780+,70-80,30-40,IL,Refinance_NoCashout,Primary,Single_Family,ServicerD,360
LN002580,2022-12,223319,5.85,620-659,70-80,40-50,FL,Purchase,Primary,Condo,ServicerC,360
LN002581,2023-09,183938,5.149,740-779,80-90,40-50,TN,Refinance_Cashout,Primary,Single_Family,ServicerD,180
LN002582,2022-04,170574,5.339,660-699,60-70,20-30,PA,Refinance_NoCashout,Primary,Single_Family,ServicerA,360
LN002583,2023-06,303873,7.089,<620,80-90,20-30,NY,Purchase,Primary,Condo,ServicerC,240
LN002584,2022-08,224995,6.231,<620,80-90,30-40,WA,Refinance_NoCashout,Primary,Condo,ServicerC,360
LN002585,2022-11,220819,5.106,740-779,>95,40-50,OR,Refinance_Cashout,Primary,Single_Family,ServicerB,180
LN002586,2022-03,250366,5.983,<620,70-80,20-30,OK,Refinance_Cashout,Primary,Single_Family,ServicerC,240
LN002587,2022-06,291929,5.114,700-739,60-70,30-40,NC,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN002588,2023-07,161834,5.876,660-699,70-80,20-30,TX,Refinance_Cashout,Primary,Single_Family,ServicerA,360
LN002589,2022-12,292661,5.622,700-739,80-90,30-40,UT,Refinance_Cashout,Primary,Single_Family,ServicerD,180
LN002590,2022-08,345588,6.965,<620,90-95,>50,MO,Refinance_Cashout,Investment,Condo,ServicerD,360
LN002591,2022-08,191894,5.877,700-739,80-90,>50,LA,Refinance_Cashout,Primary,Condo,ServicerA,360
LN002592,2023-02,248921,5.237,700-739,>95,40-50,MO,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN002593,2023-06,251427,5.775,700-739,>95,>50,IN,Refinance_NoCashout,Investment,Condo,ServicerC,240
LN002594,2023-10,175281,5.203,700-739,80-90,30-40,IL,Purchase,Primary,Condo,ServicerE,360
LN002595,2022-08,368833,3.927,780+,70-80,30-40,AZ,Refinance_NoCashout,Primary,Single_Family,ServicerC,360
LN002596,2022-09,193462,5.13,780+,60-70,20-30,AL,Refinance_Cashout,Primary,Townhouse,ServicerB,360
LN002597,2023-04,97043,4.418,740-779,60-70,>50,NJ,Refinance_NoCashout,Primary,Single_Family,ServicerA,360
LN002598,2022-11,158922,6.44,620-659,90-95,20-30,MI,Refinance_Cashout,Primary,Condo,ServicerB,240
LN002599,2023-06,264008,4.97,700-739,70-80,<20,OK,Purchase,Investment,Single_Family,ServicerB,360
LN002600,2023-11,83233,5.064,700-739,70-80,<20,OR,Refinance_Cashout,Primary,Townhouse,ServicerB,360
LN002601,2022-08,160235,5.747,620-659,70-80,40-50,MA,Refinance_Cashout,Investment,Single_Family,ServicerC,360
LN002602,2022-01,85555,5.604,700-739,80-90,<20,OH,Purchase,Investment,Single_Family,ServicerA,360
LN002603,2023-10,133765,5.708,660-699,60-70,30-40,MD,Purchase,Second_Home,Townhouse,ServicerC,360
LN002604,2022-07,198196,5.936,700-739,80-90,30-40,KY,Refinance_Cashout,Investment,Single_Family,ServicerD,180
LN002605,2022-02,609336,5.556,700-739,80-90,20-30,NJ,Purchase,Primary,Single_Family,ServicerA,360
LN002606,2022-01,207454,5.772,660-699,>95,30-40,NY,Purchase,Investment,Condo,ServicerA,240
LN002607,2023-03,347153,4.539,780+,90-95,20-30,MD,Purchase,Primary,Condo,ServicerC,360
LN002608,2023-08,435805,5.454,700-739,<60,30-40,AZ,Refinance_NoCashout,Primary,Townhouse,ServicerE,240
LN002609,2022-12,243032,4.631,780+,80-90,>50,FL,Purchase,Primary,Multi_Family,ServicerA,360
LN002610,2023-11,613062,4.685,700-739,<60,20-30,TN,Refinance_Cashout,Investment,Single_Family,ServicerA,360
LN002611,2023-11,300807,6.425,<620,80-90,<20,SC,Refinance_Cashout,Primary,Single_Family,ServicerB,360
LN002612,2023-12,114892,4.744,700-739,80-90,<20,GA,Purchase,Primary,Condo,ServicerA,360
LN002613,2022-01,438297,5.46,700-739,80-90,20-30,AZ,Refinance_Cashout,Primary,Single_Family,ServicerB,240
LN002614,2023-03,186150,5.331,700-739,70-80,30-40,MD,Purchase,Primary,Townhouse,ServicerA,360
LN002615,2022-07,122087,5.246,700-739,80-90,40-50,WA,Refinance_Cashout,Investment,Condo,ServicerD,360
LN002616,2022-01,280521,4.749,780+,80-90,20-30,NY,Purchase,Primary,Condo,ServicerD,360
LN002617,2022-06,155145,4.446,780+,70-80,20-30,CO,Purchase,Primary,Condo,ServicerE,360
LN002618,2023-01,224392,6.046,<620,60-70,20-30,MN,Purchase,Primary,Single_Family,ServicerB,360
LN002619,2022-04,342785,6.259,620-659,80-90,<20,OR,Refinance_Cashout,Primary,Single_Family,ServicerB,240
LN002620,2022-10,108603,6.3,620-659,90-95,30-40,LA,Purchase,Primary,Multi_Family,ServicerE,360
LN002621,2022-08,50000,5.934,660-699,60-70,30-40,FL,Refinance_Cashout,Investment,Townhouse,ServicerD,360
LN002622,2022-05,209249,5.592,700-739,>95,30-40,MD,Refinance_Cashout,Primary,Condo,ServicerB,360
LN002623,2022-09,138241,6.603,620-659,90-95,30-40,NY,Purchase,Primary,Multi_Family,ServicerE,360
LN002624,2022-05,504719,4.89,700-739,60-70,20-30,CT,Refinance_Cashout,Primary,Single_Family,ServicerD,360
LN002625,2023-09,117190,5.704,660-699,60-70,<20,SC,Purchase,Second_Home,Townhouse,ServicerC,360
LN002626,2023-10,358360,5.342,700-739,70-80,40-50,OK,Refinance_Cashout,Investment,Single_Family,ServicerD,360
LN002627,2022-10,215316,4.447,740-779,90-95,20-30,GA,Refinance_Cashout,Primary,Single_Family,ServicerB,240
LN002628,2022-05,191392,4.77,780+,70-80,40-50,LA,Refinance_Cashout,Investment,Condo,ServicerD,360
LN002629,2022-01,149260,5.469,740-779,80-90,<20,UT,Refinance_NoCashout,Primary,Townhouse,ServicerC,180
LN002630,2023-08,242449,4.329,780+,70-80,20-30,KY,Refinance_Cashout,Primary,Multi_Family,ServicerB,360
LN002631,2023-06,84123,4.788,700-739,<60,40-50,GA,Purchase,Primary,Multi_Family,ServicerB,360
LN002632,2022-11,409513,6.218,620-659,60-70,30-40,AZ,Refinance_NoCashout,Primary,Townhouse,ServicerE,360
LN002633,2022-03,228629,4.778,780+,90-95,30-40,GA,Purchase,Primary,Single_Family,ServicerC,180
LN002634,2023-04,291119,6.318,620-659,70-80,40-50,OH,Purchase,Second_Home,Single_Family,ServicerC,180
LN002635,2023-06,266185,5.369,700-739,70-80,30-40,NY,Refinance_Cashout,Investment,Single_Family,ServicerC,240
LN002636,2022-10,318572,5.711,660-699,90-95,40-50,IN,Refinance_Cashout,Primary,Condo,ServicerB,360
LN002637,2022-12,308538,5.548,700-739,80-90,30-40,MI,Refinance_Cashout,Primary,Single_Family,ServicerC,360
LN002638,2023-07,103071,6.488,<620,80-90,<20,MI,Refinance_Cashout,Investment,Townhouse,ServicerA,360
LN002639,2023-12,108939,6.715,<620,70-80,20-30,CA,Refinance_Cashout,Investment,Condo,ServicerE,360
